id_cantitate,cantitate
1||2077767||1||3,4
1||2077767||2||3,-4
1||2077769||1||1,1
1||2077784||2||2,1
1||2077797||1||1,1
1||2077805||1||1,1
1||2077806||1||1,4
1||2077806||1||2,6
1||2077806||1||3,6
1||2077806||1||4,4
1||2077806||1||5,4
1||2077810||1||1,1
1||2077810||1||2,1
1||2077810||1||3,1
1||2077810||1||4,1
1||2077810||1||5,2
1||2077817||1||1,1
1||2077817||1||4,8
1||2077817||2||3,2
1||2077825||1||1,1
1||2077825||1||2,1
1||2077825||1||3,17.4
1||2077826||1||2,1
1||2077827||1||1,2
1||2077827||1||2,2
1||2077827||1||3,1
1||2077827||1||4,1
1||2077827||1||5,1
1||2077829||1||1,2
1||2077831||1||1,2
1||2077834||1||1,2
1||2077835||1||1,1
1||2077836||1||1,1
1||2077836||1||2,1
1||2077836||1||3,18.2
1||2077838||1||1,50
1||2077843||1||1,1
1||2077848||1||1,1
1||2077851||1||4,2
1||2077856||1||1,10
1||2077859||1||2,1
1||2077859||1||4,4
1||2077859||1||5,1
1||2077866||1||1,1
1||2077870||1||1,1
1||2077871||1||1,1
1||2077871||1||2,1
1||2077871||1||3,1
1||2077871||1||4,1
1||2077871||1||5,4
1||2077871||1||6,1
1||2077874||1||1,1
1||2077874||1||2,1
1||2077879||1||1,1
1||2077882||1||1,4
1||2077882||1||2,1
1||2077882||1||3,-1
1||2077887||1||1,3
1||2077887||2||1,3
1||2077887||2||2,3
1||2077889||1||1,1
1||2077892||1||1,1
1||2077892||1||2,18.2
1||2077907||1||1,2
1||2077908||1||1,1
1||2077915||1||1,5
1||2077920||1||1,1
1||2077920||1||2,1
1||2077920||1||3,1
1||2077920||1||4,1
1||2077920||1||5,1
1||2077920||1||6,1
1||2077920||1||7,2
1||2077920||1||8,1
1||2077935||1||1,2
1||2077935||1||2,4
1||2077935||1||3,4
1||2077935||2||1,-2
1||2077940||1||2,1
1||2077954||1||1,2
1||2077954||2||2,3
1||2077954||2||3,4
1||2077967||1||1,1
1||2077971||1||1,4
1||2077971||1||2,72
1||2077971||1||3,2
1||2077971||1||4,4
1||2077971||1||5,2
1||2077971||1||6,2
1||2077971||1||7,2
1||2077971||1||8,2
1||2077971||1||9,1
1||2077971||1||10,1
1||2077971||1||11,1
1||2077971||1||12,1
1||2077971||2||13,2
1||2077983||1||1,1
1||2077986||1||1,1
1||2078006||1||1,1
1||2078007||1||1,1
1||2078007||1||2,1
1||2078014||1||1,4
1||2078018||1||3,3
1||2078018||1||5,12
1||2078018||1||6,6
1||2078018||1||7,6
1||2078018||1||8,24
1||2078018||1||9,6
1||2078041||1||5,1
1||2078041||1||6,17.48
1||2078055||1||1,1
1||2078075||1||1,1
1||2078075||1||2,1
1||2078075||1||3,1
1||2078075||1||4,1
1||2078075||1||6,1
1||2078075||1||7,1
1||2078075||1||9,1
1||2078083||1||1,2
1||2078092||1||1,2
1||2078092||1||3,1
1||2078092||1||6,2
1||2078092||1||7,2
1||2078099||1||1,1
1||2078099||2||1,-1
1||2078109||1||1,1
1||2078109||1||2,2
1||2078109||1||3,1
1||2078109||1||4,4
1||2078109||1||5,4
1||2078109||1||6,2
1||2078109||1||7,2
1||2078109||1||8,1
1||2078109||1||9,1
1||2078109||1||10,1
1||2078119||1||5,1
1||2078119||3||3,1
1||2078119||3||8,6
1||2078119||3||10,3
1||2078132||1||1,1
1||2078132||1||3,4
1||2078132||2||3,-4
1||2078145||1||3,5
1||2078145||2||3,10
1||2078145||3||1,15
1||2078145||3||2,15
1||2078149||1||1,1
1||2078149||1||2,1
1||2078149||1||3,1
1||2078149||1||4,2
1||2078149||1||5,1.7
1||2078154||1||3,1
1||2078156||1||1,6
1||2078172||1||1,2
1||2078190||1||1,2
1||2078192||1||1,1
1||2078200||1||2,1
1||2078207||1||2,2
1||2078208||1||1,2
1||2078209||1||1,6
1||2078218||1||1,4
1||2078218||1||2,4
1||2078228||1||1,1
1||2078228||1||2,1
1||2078228||1||3,2
1||2078228||1||4,1
1||2078229||2||1,1
1||2078229||2||4,1
1||2078229||3||2,1
1||2078229||3||3,1
1||2078229||4||5,3
1||2078242||1||1,1
1||2078298||1||1,1
1||2078298||2||1,-1
1||2078305||1||1,1
1||2078312||1||3,1
1||2078316||1||1,1
1||2078325||1||2,10
1||2078325||1||3,2
1||2078325||1||4,2
1||2078326||1||2,1
1||2078326||1||4,2
1||2078326||1||5,2
1||2078326||1||6,4
1||2078363||1||1,2
1||2078367||1||2,1
1||2078367||1||3,1
1||2078367||1||4,1
1||2078367||1||7,1
1||2078369||1||1,1
1||2078369||1||2,1
1||2078378||1||2,1
1||2078378||1||3,2
1||2078393||1||2,1
1||2078393||2||2,1
1||2078393||3||4,10
1||2078401||1||1,1
1||2078405||1||1,2
1||2078405||1||2,3
1||2078405||1||4,3
1||2078414||1||1,2
1||2078428||1||2,1
1||2078450||1||2,1
1||2078461||1||6,1
1||2078463||1||1,1
1||2078470||1||1,1
1||2078470||2||2,1
1||2078473||1||2,1
1||2078476||1||1,1
1||2078479||1||1,3
1||2078479||1||2,1
1||2078479||1||3,6
1||2078479||1||4,1
1||2078479||1||5,1
1||2078479||1||6,-1
1||2078480||1||1,2
1||2078480||1||2,2
1||2078491||1||1,2
1||2078491||1||2,8
1||2078491||1||3,2
1||2078498||1||1,2
1||2078498||1||2,2
1||2078498||2||3,4
1||2078498||3||4,1
1||2078498||3||6,2
1||2078498||4||5,1
1||2078505||1||3,4
1||2078505||2||3,8
1||2078511||1||1,2
1||2078511||1||2,2
1||2078511||1||3,2
1||2078511||1||4,2
1||2078511||1||5,2
1||2078511||2||6,1
1||2078511||3||7,1
1||2078511||4||8,1
1||2078514||1||1,3
1||2078514||1||2,5
1||2078514||1||3,5
1||2078514||1||4,2
1||2078523||1||1,1
1||2078523||1||2,177.5
1||2078526||1||1,2
1||2078526||1||2,3
1||2078543||1||3,1
1||2078543||1||4,2
1||2078543||1||5,34.6
1||2078543||2||1,1
1||2078543||2||2,1
1||2078543||2||6,1
1||2078543||2||7,1
1||2078549||1||1,1
1||2078551||1||1,1
1||2078552||1||1,1
1||2078552||1||2,2
1||2078552||1||3,2
1||2078554||1||4,1
1||2078554||1||5,1
1||2078554||1||6,1
1||2078566||1||2,1
1||2078573||1||1,1
1||2078573||1||3,1
1||2078579||1||1,2
1||2078581||1||1,60
1||2078584||1||2,1
1||2078585||1||1,1
1||2078588||1||1,1
1||2078591||1||1,6
1||2078591||1||2,6
1||2078591||1||3,6
1||2078591||1||4,12
1||2078591||1||5,12
1||2078592||1||2,1
1||2078616||1||1,1
1||2078617||1||3,1
1||2078617||1||4,1
1||2078617||1||5,1
1||2078617||1||6,7
1||2078617||2||4,-1
1||2078618||1||1,1
1||2078624||1||2,1
1||2078626||1||2,1
1||2078635||1||1,1
1||2078635||1||2,1
1||2078635||2||1,1
1||2078635||3||3,1
1||2078640||1||1,1
1||2078640||1||2,1
1||2078640||2||3,1
1||2078647||1||1,1
1||2078647||1||2,1
1||2078648||1||1,12
1||2078652||1||2,1
1||2078662||1||1,1
1||2078672||1||1,10
1||2078679||1||1,1
1||2078691||1||1,4
1||2078691||1||2,4
1||2078691||1||3,2
1||2078693||1||4,1
1||2078693||1||5,1
1||2078696||1||1,4
1||2078696||1||2,2
1||2078707||1||1,6
1||2078707||1||2,6
1||2078707||1||3,6
1||2078708||1||1,1
1||2078708||1||3,6
1||2078708||1||4,6
1||2078708||1||5,8
1||2078714||1||3,1
1||2078714||1||4,1
1||2078714||1||5,1
1||2078714||1||6,1
1||2078714||1||7,1
1||2078714||1||8,2
1||2078714||1||9,36
1||2078714||1||12,3
1||2078714||1||15,4
1||2078714||1||16,72
1||2078714||1||17,2
1||2078714||1||18,2
1||2078714||1||19,2
1||2078714||1||20,2
1||2078714||1||21,2
1||2078714||1||22,2
1||2078714||2||8,-2
1||2078714||2||9,-36
1||2078714||2||15,-4
1||2078714||2||16,-72
1||2078723||1||1,20
1||2078723||1||2,20
1||2078723||1||3,20
1||2078723||1||4,4
1||2078723||2||5,20
1||2078727||1||1,1
1||2078727||1||2,1
1||2078739||1||6,1
1||2078739||2||4,1
1||2078739||2||8,1
1||2078746||1||1,1
1||2078746||1||2,1
1||2078746||1||3,1
1||2078751||1||2,1
1||2078751||1||3,1
1||2078758||1||1,1
1||2078759||1||1,10
1||2078760||1||1,2
1||2078760||1||2,4
1||2078760||1||6,4
1||2078760||2||1,1
1||2078760||2||2,2
1||2078760||2||6,2
1||2078761||1||1,2
1||2078761||1||2,3
1||2078779||1||1,2
1||2078779||1||2,1
1||2078791||1||1,1
1||2078797||1||1,3
1||2078799||1||1,3
1||2078799||1||2,1
1||2078799||1||3,4
1||2078799||1||4,4
1||2078799||1||5,8
1||2078799||1||6,8
1||2078800||1||1,2
1||2078800||1||2,1
1||2078800||1||3,4
1||2078812||1||1,1
1||2078818||1||1,4
1||2078822||1||1,4
1||2078826||1||1,2
1||2078826||2||1,2
1||2078828||1||1,4
1||2078828||1||2,4
1||2078834||1||1,1
1||2078834||1||3,2
1||2078835||1||3,1
1||2078835||1||4,1
1||2078856||1||1,2
1||2078859||1||3,1
1||2078869||1||3,1
1||2078872||1||1,1
1||2078872||1||2,4
1||2078874||1||2,1
1||2078875||1||2,1
1||2078886||1||1,1
1||2078891||1||1,2
1||2078891||1||2,2
1||2078896||1||1,2
1||2078906||1||2,1
1||2078910||1||1,1
1||2078910||1||2,1
1||2078913||1||1,1
1||2078913||1||2,1
1||2078913||1||3,1
1||2078922||1||1,6
1||2078938||1||1,20
1||2078938||1||2,20
1||2078938||1||3,20
1||2078948||1||2,1
1||2078948||1||3,2
1||2078948||1||4,2
1||2078948||1||5,2
1||2078948||1||6,2
1||2078948||1||7,1
1||2078948||1||8,1
1||2078949||1||1,1
1||2078953||1||1,1
1||2078954||1||1,3
1||2078970||1||1,1
1||2078979||1||1,9
1||2078979||1||2,6
1||2078979||1||3,2
1||2078979||1||4,8
1||2078979||2||1,6
1||2078982||1||1,1
1||2079003||1||1,40
1||2079004||1||1,1
1||2079015||1||2,4
1||2079015||1||3,2
1||2079015||2||1,2
1||2079015||2||3,2
1||2079015||2||4,1
1||2079015||2||5,2.5
1||2079015||2||6,4
1||2079018||1||2,10
1||2079025||1||1,1
1||2079033||1||1,1
1||2079033||1||2,1
1||2079033||1||3,1
1||2079033||1||4,1
1||2079039||1||1,1
1||2079048||1||1,1
1||2079048||1||3,1
1||2079048||2||4,1
1||2079048||3||5,24
1||2079048||3||6,2
1||2079057||1||1,1
1||2079057||1||2,1
1||2079057||1||3,2
1||2079057||1||4,2
1||2079057||2||1,-1
1||2079073||1||2,1
1||2079088||1||1,1
1||2079102||1||1,5
1||2079113||1||1,16
1||2079117||1||1,20
1||2079124||1||1,2
1||2079125||1||2,2
1||2079125||2||1,2
1||2079125||2||3,2
1||2079131||1||1,15
1||2079131||1||2,15
1||2079137||1||1,2
1||2079137||1||3,1
1||2079150||1||1,1
1||2079156||1||1,3
1||2079156||1||2,3
1||2079156||2||1,-3
1||2079159||1||2,2
1||2079159||1||4,2
1||2079159||1||5,1
1||2079175||1||1,4
1||2079196||1||1,4
1||2079196||1||2,2
1||2079197||1||1,1
1||2079197||1||2,1
1||2079197||1||4,2
1||2079199||1||2,1
1||2079210||1||1,1
1||2079211||1||1,2
1||2079225||1||1,1
1||2079229||1||1,1
1||2079233||1||1,6
1||2079244||1||1,2
1||2079244||1||3,2
1||2079246||1||1,1
1||2079253||1||1,2
1||2079254||1||1,1
1||2079259||1||2,1
1||2079259||2||1,1
1||2079259||2||2,2
1||2079272||1||1,2
1||2079273||1||1,2
1||2079280||1||1,1
1||2079280||1||2,1
1||2079280||1||3,4.5
1||2079281||1||1,1
1||2079281||1||4,2
1||2079281||1||5,1.7
1||2079282||1||1,1
1||2079286||1||1,1
1||2079294||1||1,1
1||2079294||1||2,2
1||2079294||1||3,2
1||2079294||1||4,2
1||2079294||1||5,2
1||2079294||2||2,2
1||2079294||2||3,4
1||2079294||2||4,4
1||2079294||2||5,4
1||2079294||3||1,1
1||2079294||3||2,2
1||2079301||1||1,1
1||2079303||1||1,1
1||2079317||1||1,1
1||2079317||1||2,1
1||2079333||1||1,16
1||2079333||1||2,8
1||2079333||1||5,8
1||2079333||1||6,8
1||2079344||1||1,10
1||2079355||1||1,1
1||2079359||1||1,1
1||2079370||1||1,2
1||2079370||1||2,1
1||2079372||1||1,1
1||2079399||1||1,20
1||2079401||1||1,50
1||2079401||2||2,50
1||2079404||1||1,2
1||2079419||1||1,6
1||2079424||1||1,3
1||2079430||1||1,1
1||2079444||1||6,1
1||2079444||2||6,1
1||2079448||1||1,1
1||2079448||1||2,1
1||2079454||1||1,2
1||2079464||1||1,1
1||2079468||1||1,1
1||2079492||1||1,1
1||2079518||1||2,1
1||2079519||1||3,1
1||2079519||1||4,2
1||2079520||1||1,6
1||2079528||1||1,2
1||2079540||1||1,1
1||2079540||1||2,1
1||2079540||1||3,1
1||2079540||1||4,2
1||2079540||1||5,1
1||2079540||1||6,2
1||2079541||1||1,15
1||2079552||1||1,4
1||2079553||1||2,1
1||2079553||2||3,1
1||2079554||1||1,4
1||2079559||1||1,2
1||2079591||1||1,10
1||2079624||1||1,1
1||2079624||1||2,1
1||2079626||1||1,1
1||2079628||1||1,2
1||2079630||1||1,2
1||2079634||1||3,1
1||2079634||2||3,1
1||2079634||3||4,1
1||2079639||1||1,1
1||2079639||1||2,1
1||2079639||1||3,1
1||2079639||1||4,1
1||2079639||1||6,2
1||2079639||1||7,3
1||2079639||1||8,1
1||2079639||1||9,2
1||2079639||1||10,1
1||2079639||1||11,10
1||2079639||1||12,10
1||2079639||1||13,1
1||2079641||1||1,2
1||2079641||1||2,1
1||2079641||1||3,1
1||2079641||1||4,1
1||2079641||1||5,1
1||2079641||1||6,1
1||2079641||1||7,1
1||2079644||1||1,2
1||2079644||1||2,1
1||2079658||1||1,1
1||2079661||1||2,1
1||2079689||1||1,1
1||2079705||1||1,1
1||2079714||1||1,1
1||2079732||1||1,1
1||2079743||1||1,35
1||2079743||1||2,35
1||2079743||1||3,35
1||2079743||1||4,1
1||2079743||1||5,1
1||2079743||1||6,35
1||2079751||1||1,14
1||2079751||1||3,1
1||2079756||1||1,1
1||2079756||3||1,-1
1||2079757||1||5,1
1||2079759||1||1,2
1||2079759||2||2,20
1||2079762||1||1,2
1||2079762||1||2,1
1||2079762||2||1,-2
1||2079769||1||1,2
1||2079778||1||1,1
1||2079778||1||2,-1
1||2079778||2||3,120
1||2079785||1||1,1
1||2079791||1||1,1
1||2079791||1||2,1
1||2079800||1||1,1
1||2079800||1||2,1
1||2079819||1||1,1
1||2079819||1||2,2
1||2079819||1||4,1
1||2079820||1||1,2
1||2079820||1||2,1
1||2079835||1||1,2
1||2079835||1||2,2
1||2079839||1||1,1
1||2079841||1||2,6
1||2079841||1||3,4
1||2079841||2||8,1
1||2079841||3||9,1
1||2079841||4||4,4
1||2079841||4||5,4
1||2079841||4||7,2
1||2079841||5||3,-4
1||2079844||1||3,1
1||2079844||1||5,1
1||2079844||1||7,1
1||2079844||1||10,1
1||2079844||1||12,1
1||2079844||2||1,1
1||2079847||1||1,4
1||2079847||1||2,1
1||2079847||1||3,1
1||2079847||1||4,4
1||2079851||1||1,2
1||2079851||2||2,1
1||2079858||1||1,1
1||2079858||1||2,18
1||2079860||1||1,1
1||2079860||1||2,17.7
1||2079860||1||3,1
1||2079860||1||4,17.33
1||2079874||1||1,1
1||2079878||1||1,1
1||2079878||2||3,2
1||2079884||1||1,1
1||2079885||1||1,6
1||2079885||1||2,6
1||2079888||1||1,15
1||2079888||1||2,5
1||2079892||1||1,1
1||2079895||1||1,1
1||2079895||1||2,1
1||2079909||1||1,2
1||2079909||1||4,1
1||2079917||1||1,3
1||2079917||1||2,51.72
1||2079921||1||1,3
1||2079921||1||2,2
1||2079921||1||3,6
1||2079921||1||4,10
1||2079921||1||6,2
1||2079929||1||1,1
1||2079929||1||2,3.42
1||2079929||1||3,1
1||2079929||1||4,1
1||2079929||1||5,10
1||2079929||1||6,10
1||2079929||1||7,6
1||2079929||1||8,-6
1||2079941||1||1,2
1||2079951||1||1,1
1||2079955||1||1,10
1||2079956||1||2,1
1||2079969||1||1,2
1||2079969||1||2,2
1||2079969||1||3,3
1||2079969||1||4,2
1||2079969||1||5,2
1||2079969||1||6,2
1||2079970||1||1,2
1||2079972||1||1,6
1||2079978||1||1,2
1||2079984||1||1,4
1||2079984||1||2,1
1||2079984||1||3,1
1||2079984||1||4,1
1||2079984||1||5,1
1||2079984||1||6,1
1||2080002||1||1,2
1||2080003||1||1,2
1||2080008||1||1,2
1||2080011||1||1,15
1||2080011||1||2,1
1||2080011||1||3,1
1||2080032||1||1,1
1||2080032||1||2,1
1||2080032||1||3,1
1||2080037||1||1,1
1||2080042||1||4,1
1||2080050||1||1,1
1||2080054||1||1,9
1||2080062||1||1,1
1||2080070||1||1,20
1||2080078||1||1,1
1||2080078||1||2,1
1||2080091||1||1,3
1||2080094||1||1,1
1||2080094||1||2,1
1||2080094||3||1,-1
1||2080094||3||2,-1
1||2080098||1||2,1
1||2080098||1||4,1
1||2080118||1||4,10
1||2080118||2||3,10
1||2080118||3||1,1
1||2080145||1||1,2
1||2080167||1||1,50
1||2080167||1||2,100
1||2080205||1||2,1
1||2080217||1||2,4
1||2080223||1||1,2
1||2080223||1||2,2
1||2080230||1||1,1
1||2080250||1||1,2
1||2080250||1||2,2
1||2080250||1||3,1
1||2080250||1||4,1
1||2080250||2||5,2
1||2080252||1||3,2
1||2080252||1||4,3
1||2080252||1||5,2
1||2080252||1||7,24
1||2080252||1||8,1
1||2080252||1||9,3
1||2080252||2||3,2
1||2080253||1||1,1
1||2080253||1||2,1
1||2080253||1||3,15
1||2080260||1||1,5
1||2080261||1||1,2
1||2080270||1||1,1
1||2080279||1||1,1
1||2080287||1||1,1
1||2080287||1||2,4
1||2080293||1||1,1
1||2080293||1||2,1
1||2080293||1||3,1
1||2080293||1||4,10
1||2080294||1||1,27
1||2080297||1||1,6
1||2080298||1||1,15
1||2080303||1||2,3
1||2080303||1||3,6
1||2080303||1||4,1
1||2080303||1||5,1
1||2080303||1||10,2
1||2080303||2||7,2
1||2080303||2||8,2
1||2080303||3||4,1
1||2080311||1||1,2
1||2080312||1||1,1
1||2080315||1||1,1
1||2080337||1||1,1
1||2080340||1||1,6
1||2080358||1||1,6
1||2080358||1||2,6
1||2080358||1||3,6
1||2080370||1||1,1
1||2080376||1||1,1
1||2080394||1||2,5
1||2080394||1||3,6
1||2080394||1||4,6
1||2080399||1||1,2
1||2080399||1||2,35.6
1||2080399||1||3,1
1||2080399||1||4,2
1||2080399||1||5,1
1||2080399||1||6,1
1||2080399||1||7,1
1||2080399||1||8,1
1||2080399||1||9,1
1||2080401||1||4,1
1||2080401||1||7,6
1||2080408||1||1,2
1||2080410||1||6,1
1||2080418||1||1,2
1||2080429||1||1,1
1||2080439||1||1,1
1||2080444||1||1,2
1||2080450||1||1,2
1||2080461||1||1,1
1||2080468||1||1,2
1||2080479||1||1,1
1||2080489||1||1,1
1||2080492||1||1,2
1||2080492||1||2,4
1||2080495||1||1,1
1||2080495||1||2,1
1||2080495||2||3,1
1||2080495||2||4,1
1||2080509||1||1,1
1||2080522||1||1,8
1||2080522||2||2,14
1||2080522||3||3,1
1||2080529||1||1,1
1||2080535||1||1,1
1||2080537||1||1,1
1||2080537||1||2,1
1||2080553||1||1,1
1||2080570||1||1,1
1||2080577||1||1,10
1||2080581||1||2,1
1||2080581||1||3,1
1||2080591||1||1,2
1||2080591||1||3,2
1||2080595||1||1,4
1||2080595||2||2,2
1||2080597||1||1,2
1||2080602||1||1,1
1||2080603||1||1,1
1||2080604||1||2,8
1||2080604||1||3,6
1||2080604||1||4,5
1||2080613||1||1,1
1||2080620||1||1,2
1||2080620||1||2,1
1||2080621||1||3,1
1||2080623||1||1,2
1||2080623||1||2,1
1||2080627||1||1,2
1||2080648||1||1,1
1||2080650||1||1,1
1||2080650||2||2,2
1||2080659||1||1,6
1||2080659||1||2,12
1||2080682||1||1,40
1||2080692||1||1,1
1||2080692||2||3,1
1||2080692||3||1,-1
1||2080699||1||1,2
1||2080699||1||2,6
1||2080699||1||3,2
1||2080703||1||1,1
1||2080708||1||2,1
1||2080721||1||1,2
1||2080730||1||1,1
1||2080737||1||1,10
1||2080737||1||2,1
1||2080740||1||1,2
1||2080749||1||1,4
1||2080750||1||1,2
1||2080750||1||2,1
1||2080750||1||3,1
1||2080750||2||3,-1
1||2080761||1||1,1
1||2080783||1||2,4
1||2080792||1||1,2
1||2080792||1||2,2
1||2080793||1||1,10
1||2080795||1||1,1
1||2080795||1||2,1
1||2080795||1||3,2
1||2080795||1||4,2
1||2080795||1||5,4
1||2080795||1||6,4
1||2080808||1||1,1
1||2080808||1||2,1
1||2080808||1||3,1
1||2080808||1||4,1
1||2080817||1||1,3
1||2080826||1||2,1
1||2080827||1||1,2
1||2080827||1||3,1
1||2080827||1||4,1
1||2080827||1||6,1
1||2080827||1||7,1
1||2080828||1||1,1
1||2080831||1||1,1
1||2080837||1||4,2
1||2080837||1||5,1
1||2080837||1||6,1
1||2080840||1||1,3
1||2080840||1||2,6
1||2080850||1||1,6
1||2080851||1||1,10
1||2080858||1||1,1
1||2080873||1||2,1
1||2080876||1||4,4
1||2080876||1||5,10
1||2080876||1||6,2
1||2080876||1||8,1
1||2080876||1||9,-1
1||2080876||1||10,1
1||2080894||1||1,2
1||2080902||1||1,2
1||2080906||1||1,6
1||2080906||1||2,3
1||2080906||1||3,2
1||2080906||1||4,10
1||2080917||1||1,1
1||2080917||1||2,1
1||2080917||1||4,1
1||2080917||1||6,1
1||2080917||1||7,1
1||2080917||1||8,1
1||2080920||1||1,1
1||2080920||1||2,1
1||2080920||1||3,1
1||2080920||1||4,1
1||2080920||1||5,1
1||2080920||1||6,1
1||2080925||1||1,2
1||2080931||1||5,2
1||2080931||1||7,2
1||2080931||2||8,2
1||2080931||2||9,2
1||2080931||2||10,10
1||2080931||2||11,10
1||2080931||3||12,2
1||2080931||3||13,10
1||2080931||3||14,1
1||2080931||4||9,-2
1||2080931||4||10,-10
1||2080931||5||12,-2
1||2080934||1||1,1
1||2080942||1||1,2
1||2080946||1||1,2
1||2080954||1||1,1
1||2080960||1||4,2
1||2080960||1||6,5
1||2080960||1||8,2
1||2080962||1||3,1
1||2080967||1||1,3
1||2080974||1||1,3
1||2080974||1||2,4
1||2080974||1||4,2.5
1||2080974||1||5,12
1||2080974||1||6,3
1||2080974||1||7,1
1||2080974||1||8,1
1||2080974||1||9,1
1||2080974||1||10,1
1||2080974||1||11,1
1||2080974||1||12,2
1||2080974||1||13,10
1||2080979||1||1,2
1||2080984||1||1,1
1||2080984||1||2,1
1||2080984||1||3,4
1||2080984||1||4,4
1||2080984||1||5,4
1||2080985||1||3,2
1||2080993||1||1,1
1||2080993||1||2,1
1||2080993||1||3,1
1||2081013||1||1,1
1||2081013||1||2,1
1||2081013||1||3,1
1||2081018||1||1,8
1||2081021||1||2,1
1||2081021||1||3,1
1||2081026||1||1,2
1||2081026||1||2,1
1||2081026||1||3,1
1||2081026||1||4,1
1||2081052||1||1,2
1||2081052||1||2,3
1||2081052||1||3,4
1||2081052||1||4,8
1||2081052||1||5,8
1||2081064||1||1,2
1||2081064||1||2,2
1||2081064||1||3,2
1||2081064||1||4,2
1||2081064||1||5,4
1||2081075||1||1,1
1||2081078||1||1,1
1||2081078||2||2,2
1||2081081||1||1,1
1||2081081||1||2,1
1||2081081||1||3,1
1||2081095||1||1,1
1||2081102||1||1,1
1||2081115||1||1,1
1||2081115||1||2,1
1||2081146||1||1,7
1||2081159||1||1,1
1||2081162||1||1,10
1||2081162||1||2,2
1||2081173||1||1,1
1||2081173||1||2,2
1||2081175||1||1,1
1||2081177||1||1,3
1||2081185||1||1,3
1||2081198||1||1,1
1||2081199||1||1,1
1||2081208||1||3,1
1||2081208||1||4,1
1||2081209||1||5,1
1||2081209||1||6,1
1||2081209||1||7,1
1||2081209||2||2,1
1||2081209||2||4,1
1||2081209||3||3,2
1||2081211||1||1,2
1||2081211||1||2,20
1||2081227||1||1,1
1||2081227||1||2,1
1||2081227||1||3,5
1||2081242||1||8,2
1||2081242||1||9,34.32
1||2081242||1||10,2
1||2081252||1||1,1
1||2081254||2||4,1
1||2081254||3||5,1
1||2081254||3||6,1
1||2081254||3||7,1
1||2081254||4||1,2
1||2081282||1||1,1
1||2081282||1||3,1
1||2081282||1||4,-1
1||2081283||2||1,1
1||2081283||3||2,1
1||2081291||1||1,1
1||2081306||1||1,1
1||2081320||1||1,1
1||2081322||1||1,1
1||2081322||1||2,1
1||2081329||1||1,1
1||2081329||1||2,12
1||2081329||1||3,12
1||2081329||2||1,-1
1||2081339||1||1,4
1||2081347||1||1,2
1||2081354||1||1,4
1||2081371||1||1,1
1||2081371||1||2,1
1||2081371||1||5,1
1||2081380||1||1,1
1||2081380||1||4,2
1||2081380||1||5,10
1||2081382||1||1,5
1||2081386||1||1,2
1||2081386||1||2,35.2
1||2081386||1||3,4
1||2081386||1||4,72
1||2081390||1||1,5
1||2081393||1||2,2
1||2081393||1||3,4
1||2081395||1||1,1
1||2081395||1||2,1
1||2081395||1||3,2
1||2081396||1||1,4
1||2081406||1||1,3
1||2081406||1||2,3
1||2081413||1||1,1
1||2081416||1||1,3
1||2081420||1||1,1
1||2081428||1||1,2
1||2081428||1||2,1
1||2081428||1||3,1
1||2081428||1||4,2
1||2081428||1||6,1
1||2081428||1||7,1
1||2081428||2||4,2
1||2081428||3||4,-2
1||2081429||1||1,1
1||2081429||1||2,1
1||2081429||1||3,1
1||2081434||1||1,1
1||2081434||1||2,1
1||2081434||1||3,1
1||2081438||1||1,1
1||2081440||1||1,2
1||2081443||1||4,1
1||2081443||1||5,6
1||2081445||1||1,2
1||2081445||1||2,4
1||2081445||1||3,4
1||2081468||1||1,1
1||2081471||1||1,10
1||2081471||1||2,6
1||2081472||1||1,3
1||2081486||1||1,2
1||2081495||1||1,1
1||2081495||1||2,2
1||2081505||1||1,1
1||2081505||1||2,1
1||2081505||2||3,2
1||2081509||1||1,6
1||2081517||1||1,40
1||2081522||1||1,1
1||2081541||1||1,2
1||2081554||1||1,4
1||2081554||1||2,2
1||2081571||1||1,2
1||2081577||1||1,2
1||2081578||1||1,1
1||2081581||1||1,1
1||2081581||1||2,2
1||2081585||1||1,2
1||2081585||1||2,8
1||2081585||1||3,4
1||2081585||1||4,3
1||2081587||1||1,2
1||2081593||1||1,1
1||2081593||1||2,1
1||2081593||1||3,1
1||2081593||1||4,1
1||2081593||1||5,1
1||2081593||1||6,1
1||2081593||1||7,1
1||2081593||1||8,1
1||2081593||1||9,1
1||2081593||1||10,1
1||2081597||1||1,1
1||2081611||1||1,2
1||2081611||1||2,1
1||2081611||1||3,3
1||2081611||1||4,2
1||2081611||1||5,2
1||2081611||1||6,40
1||2081611||1||7,1
1||2081613||1||1,1
1||2081622||1||1,3
1||2081625||1||1,1
1||2081635||1||1,2
1||2081635||1||2,3
1||2081635||1||3,8
1||2081635||1||4,8
1||2081649||1||1,1
1||2081656||1||3,4
1||2081656||1||4,1
1||2081656||2||1,1
1||2081661||1||1,1
1||2081668||1||2,1
1||2081668||1||3,1
1||2081668||1||4,1
1||2081668||1||5,1
1||2081668||1||9,1
1||2081668||2||4,1
1||2081673||1||1,1
1||2081673||1||2,1
1||2081680||1||1,2
1||2081680||1||2,2
1||2081682||1||1,4
1||2081683||1||3,1
1||2081683||1||4,1
1||2081683||1||6,1
1||2081683||1||7,1
1||2081683||1||8,1
1||2081683||1||9,1
1||2081683||2||10,1
1||2081683||3||5,1
1||2081683||3||15,1
1||2081683||3||16,1
